COUNTRY,P,YEAR,VALUE
Estonia,p0p50,2020,0.1824
Estonia,p0p50,2021,0.1824
Estonia,p99p100,1995,0.1603
Estonia,p99p100,1996,0.1742
Estonia,p99p100,1997,0.1657
Estonia,p99p100,1998,0.1615
Estonia,p99p100,1999,0.1589
Estonia,p99p100,2000,0.1558
Estonia,p99p100,2001,0.1502
Estonia,p99p100,2002,0.163
Estonia,p99p100,2003,0.1613
Estonia,p99p100,2004,0.1541
Estonia,p99p100,2005,0.1924
Estonia,p99p100,2006,0.1552
Estonia,p99p100,2007,0.1556
Estonia,p99p100,2008,0.1308
Estonia,p99p100,2009,0.095
Estonia,p99p100,2010,0.1096
Estonia,p99p100,2011,0.1261
Estonia,p99p100,2012,0.1409
Estonia,p99p100,2013,0.1282
Estonia,p99p100,2014,0.13
Estonia,p99p100,2015,0.1114
Estonia,p99p100,2016,0.123
Estonia,p99p100,2017,0.1274
Estonia,p99p100,2018,0.1302
Estonia,p99p100,2019,0.1165
Estonia,p99p100,2020,0.1176
Estonia,p99p100,2021,0.1176
Finland,p90p100,1995,0.2979
Finland,p90p100,1996,0.3014
Finland,p90p100,1997,0.318
Finland,p90p100,1998,0.3263
Finland,p90p100,1999,0.3335
Finland,p90p100,2000,0.3458
Finland,p90p100,2001,0.3374
Finland,p90p100,2002,0.333
Finland,p90p100,2003,0.3258
Finland,p90p100,2004,0.3379
Finland,p90p100,2005,0.3213
Finland,p90p100,2006,0.3336
Finland,p90p100,2007,0.3311
Finland,p90p100,2008,0.3406
Finland,p90p100,2009,0.3228
Finland,p90p100,2010,0.3264
Finland,p90p100,2011,0.3235
Finland,p90p100,2012,0.3177
Finland,p90p100,2013,0.3153
Finland,p90p100,2014,0.3205
Finland,p90p100,2015,0.3293
Finland,p90p100,2016,0.329
Finland,p90p100,2017,0.3386
Finland,p90p100,2018,0.3361
Finland,p90p100,2019,0.334
Finland,p90p100,2020,0.3399
Finland,p90p100,2021,0.3399
Finland,p0p50,1995,0.2382
Finland,p0p50,1996,0.2336
Finland,p0p50,1997,0.2306
Finland,p0p50,1998,0.2291
Finland,p0p50,1999,0.2294
Finland,p0p50,2000,0.2231
Finland,p0p50,2001,0.2264
Finland,p0p50,2002,0.2286
Finland,p0p50,2003,0.2289
Finland,p0p50,2004,0.2271
Finland,p0p50,2005,0.2277
Finland,p0p50,2006,0.2222
Finland,p0p50,2007,0.2229
Finland,p0p50,2008,0.2138
Finland,p0p50,2009,0.2166
Finland,p0p50,2010,0.2121
Finland,p0p50,2011,0.2128
Finland,p0p50,2012,0.2152
Finland,p0p50,2013,0.2185
Finland,p0p50,2014,0.2176
Finland,p0p50,2015,0.2137
Finland,p0p50,2016,0.2159
Finland,p0p50,2017,0.2155
Finland,p0p50,2018,0.2165
Finland,p0p50,2019,0.2171
Finland,p0p50,2020,0.2151
Finland,p0p50,2021,0.2151
Finland,p99p100,1995,0.0894
Finland,p99p100,1996,0.0909
Finland,p99p100,1997,0.106
Finland,p99p100,1998,0.1157
Finland,p99p100,1999,0.1254
Finland,p99p100,2000,0.1347
Finland,p99p100,2001,0.1288
Finland,p99p100,2002,0.1254
Finland,p99p100,2003,0.118
Finland,p99p100,2004,0.1295
Finland,p99p100,2005,0.1101
Finland,p99p100,2006,0.1181
Finland,p99p100,2007,0.1155
Finland,p99p100,2008,0.1126
Finland,p99p100,2009,0.0901
Finland,p99p100,2010,0.0962
Finland,p99p100,2011,0.0924
Finland,p99p100,2012,0.0876
Finland,p99p100,2013,0.086
Finland,p99p100,2014,0.0901
Finland,p99p100,2015,0.0956
Finland,p99p100,2016,0.0968
Finland,p99p100,2017,0.1061
Finland,p99p100,2018,0.1049
Finland,p99p100,2019,0.1028
Finland,p99p100,2020,0.1088
Finland,p99p100,2021,0.1088
France,p90p100,1995,0.3235
France,p90p100,1996,0.3258
France,p90p100,1997,0.3359
France,p90p100,1998,0.3361
France,p90p100,1999,0.3367
France,p90p100,2000,0.3372
France,p90p100,2001,0.3357
France,p90p100,2002,0.3332
France,p90p100,2003,0.3366
France,p90p100,2004,0.336
France,p90p100,2005,0.3339
France,p90p100,2006,0.333
France,p90p100,2007,0.3375
France,p90p100,2008,0.339
France,p90p100,2009,0.3228
France,p90p100,2010,0.3282
France,p90p100,2011,0.3363
France,p90p100,2012,0.3208
France,p90p100,2013,0.3238
France,p90p100,2014,0.3277
France,p90p100,2015,0.3247
France,p90p100,2016,0.3229
France,p90p100,2017,0.32
France,p90p100,2018,0.3201
France,p90p100,2019,0.3225
France,p90p100,2020,0.3223
France,p90p100,2021,0.3223
France,p0p50,1995,0.2107
France,p0p50,1996,0.2098
France,p0p50,1997,0.2126
France,p0p50,1998,0.2073
France,p0p50,1999,0.2111
France,p0p50,2000,0.2094
France,p0p50,2001,0.213
France,p0p50,2002,0.2168
France,p0p50,2003,0.2167
France,p0p50,2004,0.2165
France,p0p50,2005,0.2192
France,p0p50,2006,0.2187
France,p0p50,2007,0.2172
France,p0p50,2008,0.2153
France,p0p50,2009,0.2237
France,p0p50,2010,0.2195
France,p0p50,2011,0.2192
France,p0p50,2012,0.2228
France,p0p50,2013,0.223
France,p0p50,2014,0.2208
France,p0p50,2015,0.2263
France,p0p50,2016,0.2278
France,p0p50,2017,0.2292
France,p0p50,2018,0.2281
France,p0p50,2019,0.2271
France,p0p50,2020,0.2272
France,p0p50,2021,0.2272
France,p99p100,1995,0.0922
France,p99p100,1996,0.0992
France,p99p100,1997,0.1026
France,p99p100,1998,0.107
France,p99p100,1999,0.109
France,p99p100,2000,0.1081
France,p99p100,2001,0.1096
France,p99p100,2002,0.1063
France,p99p100,2003,0.1112
France,p99p100,2004,0.1151
France,p99p100,2005,0.1122
France,p99p100,2006,0.1129
France,p99p100,2007,0.1162
France,p99p100,2008,0.1132
France,p99p100,2009,0.0992
France,p99p100,2010,0.1058
France,p99p100,2011,0.1111
France,p99p100,2012,0.1025
France,p99p100,2013,0.1013
France,p99p100,2014,0.1031
France,p99p100,2015,0.1005
France,p99p100,2016,0.099
France,p99p100,2017,0.0977
France,p99p100,2018,0.0966
France,p99p100,2019,0.0986
France,p99p100,2020,0.0984
France,p99p100,2021,0.0984
Germany,p90p100,1995,0.2975
Germany,p90p100,1996,0.3062
Germany,p90p100,1997,0.3136
Germany,p90p100,1998,0.3222
Germany,p90p100,1999,0.3213
Germany,p90p100,2000,0.322
Germany,p90p100,2001,0.3237
Germany,p90p100,2002,0.3237
Germany,p90p100,2003,0.3161
Germany,p90p100,2004,0.3286
Germany,p90p100,2005,0.3473
Germany,p90p100,2006,0.3541
Germany,p90p100,2007,0.3703
Germany,p90p100,2008,0.3675
Germany,p90p100,2009,0.3724
Germany,p90p100,2010,0.3668
Germany,p90p100,2011,0.3678
Germany,p90p100,2012,0.3632
Germany,p90p100,2013,0.3776
Germany,p90p100,2014,0.3826
Germany,p90p100,2015,0.3818
Germany,p90p100,2016,0.381
Germany,p90p100,2017,0.3778
Germany,p90p100,2018,0.3729
Germany,p90p100,2019,0.3722
Germany,p90p100,2020,0.3707
Germany,p90p100,2021,0.3707
Germany,p0p50,1995,0.2303
Germany,p0p50,1996,0.2252
Germany,p0p50,1997,0.22
Germany,p0p50,1998,0.2157
Germany,p0p50,1999,0.2161
Germany,p0p50,2000,0.2154
Germany,p0p50,2001,0.2132
Germany,p0p50,2002,0.2099
Germany,p0p50,2003,0.2146
Germany,p0p50,2004,0.2087
Germany,p0p50,2005,0.198
Germany,p0p50,2006,0.1967
Germany,p0p50,2007,0.1928
Germany,p0p50,2008,0.1909
Germany,p0p50,2009,0.1911
Germany,p0p50,2010,0.1931
Germany,p0p50,2011,0.1909
Germany,p0p50,2012,0.1897
Germany,p0p50,2013,0.1826
Germany,p0p50,2014,0.1814
Germany,p0p50,2015,0.1824
Germany,p0p50,2016,0.1843
Germany,p0p50,2017,0.1859
Germany,p0p50,2018,0.1888
Germany,p0p50,2019,0.1892
Germany,p0p50,2020,0.1899
Germany,p0p50,2021,0.1899
Germany,p99p100,1995,0.0877
Germany,p99p100,1996,0.0954
Germany,p99p100,1997,0.1022
Germany,p99p100,1998,0.1098
Germany,p99p100,1999,0.1064
Germany,p99p100,2000,0.1047
Germany,p99p100,2001,0.1029
Germany,p99p100,2002,0.1008
Germany,p99p100,2003,0.0946
Germany,p99p100,2004,0.1059
Germany,p99p100,2005,0.1206
Germany,p99p100,2006,0.1273
Germany,p99p100,2007,0.1361
Germany,p99p100,2008,0.1345
Germany,p99p100,2009,0.1297
Germany,p99p100,2010,0.1286
Germany,p99p100,2011,0.1279
Germany,p99p100,2012,0.1258
Germany,p99p100,2013,0.131
Germany,p99p100,2014,0.1325
Germany,p99p100,2015,0.1326
Germany,p99p100,2016,0.1325
Germany,p99p100,2017,0.1317
Germany,p99p100,2018,0.1294
Germany,p99p100,2019,0.1287
Germany,p99p100,2020,0.1277
Germany,p99p100,2021,0.1277
Greece,p90p100,1995,0.3535
Greece,p90p100,1996,0.3599
Greece,p90p100,1997,0.3784
Greece,p90p100,1998,0.387
Greece,p90p100,1999,0.3954
Greece,p90p100,2000,0.4029
Greece,p90p100,2001,0.3982
Greece,p90p100,2002,0.3789
Greece,p90p100,2003,0.3627
Greece,p90p100,2004,0.3712
Greece,p90p100,2005,0.3747
Greece,p90p100,2006,0.3664
Greece,p90p100,2007,0.3556
Greece,p90p100,2008,0.3315
Greece,p90p100,2009,0.3251
Greece,p90p100,2010,0.3374
Greece,p90p100,2011,0.3142
Greece,p90p100,2012,0.3177
Greece,p90p100,2013,0.3329
Greece,p90p100,2014,0.3574
Greece,p90p100,2015,0.3538
Greece,p90p100,2016,0.3467
Greece,p90p100,2017,0.3383
Greece,p90p100,2018,0.3276
Greece,p90p100,2019,0.3253
Greece,p90p100,2020,0.3261
Greece,p90p100,2021,0.3261
Greece,p0p50,1995,0.1708
Greece,p0p50,1996,0.168
Greece,p0p50,1997,0.1628
Greece,p0p50,1998,0.1587
Greece,p0p50,1999,0.1574
Greece,p0p50,2000,0.1521
Greece,p0p50,2001,0.1537
Greece,p0p50,2002,0.1657
Greece,p0p50,2003,0.1784
Greece,p0p50,2004,0.1764
Greece,p0p50,2005,0.1746
Greece,p0p50,2006,0.18
Greece,p0p50,2007,0.1859
Greece,p0p50,2008,0.1986
Greece,p0p50,2009,0.2015
Greece,p0p50,2010,0.1939
Greece,p0p50,2011,0.1962
Greece,p0p50,2012,0.1959
Greece,p0p50,2013,0.1976
Greece,p0p50,2014,0.186
Greece,p0p50,2015,0.1874
Greece,p0p50,2016,0.1931
Greece,p0p50,2017,0.2008
Greece,p0p50,2018,0.2095
Greece,p0p50,2019,0.2104
Greece,p0p50,2020,0.2101
Greece,p0p50,2021,0.2101
Greece,p99p100,1995,0.0969
Greece,p99p100,1996,0.1
Greece,p99p100,1997,0.1152
Greece,p99p100,1998,0.1216
Greece,p99p100,1999,0.1287
Greece,p99p100,2000,0.1255
Greece,p99p100,2001,0.1233
Greece,p99p100,2002,0.1097
Greece,p99p100,2003,0.1076
Greece,p99p100,2004,0.1144
Greece,p99p100,2005,0.1144
Greece,p99p100,2006,0.1137
Greece,p99p100,2007,0.1067
Greece,p99p100,2008,0.0891
Greece,p99p100,2009,0.0846
Greece,p99p100,2010,0.0881
Greece,p99p100,2011,0.0728
Greece,p99p100,2012,0.0785
Greece,p99p100,2013,0.0994
Greece,p99p100,2014,0.125
Greece,p99p100,2015,0.1222
Greece,p99p100,2016,0.1162
Greece,p99p100,2017,0.1093
Greece,p99p100,2018,0.1092
Greece,p99p100,2019,0.1074
Greece,p99p100,2020,0.108
Greece,p99p100,2021,0.108
Hungary,p90p100,1995,0.2586
Hungary,p90p100,1996,0.2637
Hungary,p90p100,1997,0.2762
Hungary,p90p100,1998,0.2814
Hungary,p90p100,1999,0.2916
Hungary,p90p100,2000,0.2891
Hungary,p90p100,2001,0.3079
Hungary,p90p100,2002,0.3243
Hungary,p90p100,2003,0.3238
Hungary,p90p100,2004,0.3161
Hungary,p90p100,2005,0.3363
Hungary,p90p100,2006,0.3464
Hungary,p90p100,2007,0.3488
Hungary,p90p100,2008,0.3415
Hungary,p90p100,2009,0.332
Hungary,p90p100,2010,0.3367
Hungary,p90p100,2011,0.328
Hungary,p90p100,2012,0.3181
Hungary,p90p100,2013,0.3327
Hungary,p90p100,2014,0.3288
Hungary,p90p100,2015,0.3295
Hungary,p90p100,2016,0.3306
Hungary,p90p100,2017,0.3357
Hungary,p90p100,2018,0.3359
Hungary,p90p100,2019,0.3395
Hungary,p90p100,2020,0.3384
Hungary,p90p100,2021,0.3384
Hungary,p0p50,1995,0.2819
Hungary,p0p50,1996,0.2854
Hungary,p0p50,1997,0.2777
Hungary,p0p50,1998,0.2771
Hungary,p0p50,1999,0.2632
Hungary,p0p50,2000,0.2648
Hungary,p0p50,2001,0.2538
Hungary,p0p50,2002,0.2467
Hungary,p0p50,2003,0.2428
Hungary,p0p50,2004,0.2509
Hungary,p0p50,2005,0.2412
Hungary,p0p50,2006,0.2329
Hungary,p0p50,2007,0.2253
Hungary,p0p50,2008,0.2316
Hungary,p0p50,2009,0.2351
Hungary,p0p50,2010,0.2306
Hungary,p0p50,2011,0.2335
Hungary,p0p50,2012,0.2371
Hungary,p0p50,2013,0.2314
Hungary,p0p50,2014,0.2303
Hungary,p0p50,2015,0.2299
Hungary,p0p50,2016,0.2321
Hungary,p0p50,2017,0.2295
Hungary,p0p50,2018,0.2204
Hungary,p0p50,2019,0.2197
Hungary,p0p50,2020,0.22
Hungary,p0p50,2021,0.22
Hungary,p99p100,1995,0.0729
Hungary,p99p100,1996,0.0801
Hungary,p99p100,1997,0.0829
Hungary,p99p100,1998,0.087
Hungary,p99p100,1999,0.0889
Hungary,p99p100,2000,0.0924
Hungary,p99p100,2001,0.1014
Hungary,p99p100,2002,0.1094
Hungary,p99p100,2003,0.107
Hungary,p99p100,2004,0.1054
Hungary,p99p100,2005,0.1184
Hungary,p99p100,2006,0.1257
Hungary,p99p100,2007,0.1132
Hungary,p99p100,2008,0.1127
Hungary,p99p100,2009,0.1105
Hungary,p99p100,2010,0.1143
Hungary,p99p100,2011,0.1094
Hungary,p99p100,2012,0.1025
Hungary,p99p100,2013,0.1157
Hungary,p99p100,2014,0.1159
Hungary,p99p100,2015,0.1171
Hungary,p99p100,2016,0.1203
Hungary,p99p100,2017,0.1191
Hungary,p99p100,2018,0.1199
Hungary,p99p100,2019,0.1239
Hungary,p99p100,2020,0.1227
Hungary,p99p100,2021,0.1227
Iceland,p90p100,1995,0.3005
Iceland,p90p100,1996,0.301
Iceland,p90p100,1997,0.3019
Iceland,p90p100,1998,0.3028
Iceland,p90p100,1999,0.305
Iceland,p90p100,2000,0.3051
Iceland,p90p100,2001,0.3213
Iceland,p90p100,2002,0.3282
Iceland,p90p100,2003,0.3225
Iceland,p90p100,2004,0.3079
Iceland,p90p100,2005,0.3116
Iceland,p90p100,2006,0.3209
Iceland,p90p100,2007,0.3542
Iceland,p90p100,2008,0.2925
Iceland,p90p100,2009,0.2768
Iceland,p90p100,2010,0.2677
Iceland,p90p100,2011,0.2733
Iceland,p90p100,2012,0.2772
Iceland,p90p100,2013,0.2968
Iceland,p90p100,2014,0.2955
Iceland,p90p100,2015,0.2949
Iceland,p90p100,2016,0.2916
Iceland,p90p100,2017,0.2908
Iceland,p90p100,2018,0.2908
Iceland,p90p100,2019,0.2908
Iceland,p90p100,2020,0.2908
Iceland,p90p100,2021,0.2908
Iceland,p0p50,1995,0.2257
Iceland,p0p50,1996,0.2239
Iceland,p0p50,1997,0.2222
Iceland,p0p50,1998,0.22
Iceland,p0p50,1999,0.2182
Iceland,p0p50,2000,0.2193
Iceland,p0p50,2001,0.2145
Iceland,p0p50,2002,0.213
Iceland,p0p50,2003,0.2175
Iceland,p0p50,2004,0.2236
Iceland,p0p50,2005,0.2226
Iceland,p0p50,2006,0.2185
Iceland,p0p50,2007,0.2124
Iceland,p0p50,2008,0.2361
Iceland,p0p50,2009,0.2438
Iceland,p0p50,2010,0.2459
Iceland,p0p50,2011,0.2454
Iceland,p0p50,2012,0.2456
Iceland,p0p50,2013,0.2382
Iceland,p0p50,2014,0.2398
Iceland,p0p50,2015,0.2392
Iceland,p0p50,2016,0.2421
Iceland,p0p50,2017,0.2498
Iceland,p0p50,2018,0.2498
Iceland,p0p50,2019,0.2498
Iceland,p0p50,2020,0.2498
Iceland,p0p50,2021,0.2498
Iceland,p99p100,1995,0.0753
Iceland,p99p100,1996,0.0755
Iceland,p99p100,1997,0.0767
Iceland,p99p100,1998,0.0775
Iceland,p99p100,1999,0.0801
Iceland,p99p100,2000,0.0828
Iceland,p99p100,2001,0.1013
Iceland,p99p100,2002,0.1089
Iceland,p99p100,2003,0.1085
Iceland,p99p100,2004,0.0916
Iceland,p99p100,2005,0.1018
Iceland,p99p100,2006,0.1061
Iceland,p99p100,2007,0.1458
Iceland,p99p100,2008,0.0787
Iceland,p99p100,2009,0.0663
Iceland,p99p100,2010,0.0555
Iceland,p99p100,2011,0.0583
Iceland,p99p100,2012,0.063
Iceland,p99p100,2013,0.0825
Iceland,p99p100,2014,0.084
Iceland,p99p100,2015,0.0829
Iceland,p99p100,2016,0.0837
Iceland,p99p100,2017,0.0879
Iceland,p99p100,2018,0.0878
Iceland,p99p100,2019,0.0878
Iceland,p99p100,2020,0.0878
Iceland,p99p100,2021,0.0878
Ireland,p90p100,1995,0.3307
Ireland,p90p100,1996,0.3168
Ireland,p90p100,1997,0.3337
Ireland,p90p100,1998,0.3559
Ireland,p90p100,1999,0.3485
Ireland,p90p100,2000,0.3642
Ireland,p90p100,2001,0.3537
Ireland,p90p100,2002,0.355
Ireland,p90p100,2003,0.3623
Ireland,p90p100,2004,0.3602
Ireland,p90p100,2005,0.3704
Ireland,p90p100,2006,0.3744
Ireland,p90p100,2007,0.3594
Ireland,p90p100,2008,0.322
Ireland,p90p100,2009,0.3247
Ireland,p90p100,2010,0.3234
Ireland,p90p100,2011,0.3245
Ireland,p90p100,2012,0.31
Ireland,p90p100,2013,0.3227
Ireland,p90p100,2014,0.3264
Ireland,p90p100,2015,0.3498
Ireland,p90p100,2016,0.3559
Ireland,p90p100,2017,0.3488
Ireland,p90p100,2018,0.354
Ireland,p90p100,2019,0.3516
Ireland,p90p100,2020,0.3518
Ireland,p90p100,2021,0.3518
Ireland,p0p50,1995,0.2091
Ireland,p0p50,1996,0.2227
Ireland,p0p50,1997,0.2163
Ireland,p0p50,1998,0.2099
Ireland,p0p50,1999,0.212
Ireland,p0p50,2000,0.2071
Ireland,p0p50,2001,0.2104
Ireland,p0p50,2002,0.2139
Ireland,p0p50,2003,0.207
Ireland,p0p50,2004,0.1994
Ireland,p0p50,2005,0.203
Ireland,p0p50,2006,0.196
Ireland,p0p50,2007,0.1868
Ireland,p0p50,2008,0.1993
Ireland,p0p50,2009,0.2152
Ireland,p0p50,2010,0.2081
Ireland,p0p50,2011,0.2066
Ireland,p0p50,2012,0.2069
Ireland,p0p50,2013,0.2002
Ireland,p0p50,2014,0.1959
Ireland,p0p50,2015,0.1903
Ireland,p0p50,2016,0.1923
Ireland,p0p50,2017,0.1964
Ireland,p0p50,2018,0.2029
Ireland,p0p50,2019,0.2046
Ireland,p0p50,2020,0.2044
Ireland,p0p50,2021,0.2044
Ireland,p99p100,1995,0.1007
Ireland,p99p100,1996,0.097
Ireland,p99p100,1997,0.1072
Ireland,p99p100,1998,0.1207
Ireland,p99p100,1999,0.1173
Ireland,p99p100,2000,0.1255
Ireland,p99p100,2001,0.1187
Ireland,p99p100,2002,0.1206
Ireland,p99p100,2003,0.124
Ireland,p99p100,2004,0.1232
Ireland,p99p100,2005,0.1325
Ireland,p99p100,2006,0.135
Ireland,p99p100,2007,0.1202
Ireland,p99p100,2008,0.1026
Ireland,p99p100,2009,0.1001
Ireland,p99p100,2010,0.0992
Ireland,p99p100,2011,0.0987
Ireland,p99p100,2012,0.0928
Ireland,p99p100,2013,0.1
Ireland,p99p100,2014,0.1022
Ireland,p99p100,2015,0.1164
Ireland,p99p100,2016,0.1204
Ireland,p99p100,2017,0.1164
Ireland,p99p100,2018,0.1197
Ireland,p99p100,2019,0.1179
Ireland,p99p100,2020,0.118
Ireland,p99p100,2021,0.118
Israel,p90p100,1995,0.4874
Israel,p90p100,1996,0.4889
Israel,p90p100,1997,0.4904
Israel,p90p100,1998,0.4918
Israel,p90p100,1999,0.4932
Israel,p90p100,2000,0.4946
Israel,p90p100,2001,0.496
Israel,p90p100,2002,0.4983
Israel,p90p100,2003,0.5006
Israel,p90p100,2004,0.5029
Israel,p90p100,2005,0.5051
Israel,p90p100,2006,0.5036
Israel,p90p100,2007,0.5021
Israel,p90p100,2008,0.5064
Israel,p90p100,2009,0.5107
Israel,p90p100,2010,0.5149
Israel,p90p100,2011,0.5079
Israel,p90p100,2012,0.5011
Israel,p90p100,2013,0.4921
Israel,p90p100,2014,0.484
Israel,p90p100,2015,0.4809
Israel,p90p100,2016,0.478
Israel,p90p100,2017,0.478
Israel,p90p100,2018,0.478
Israel,p90p100,2019,0.478
Israel,p90p100,2020,0.478
Israel,p90p100,2021,0.478
Israel,p0p50,1995,0.1293
Israel,p0p50,1996,0.1283
Israel,p0p50,1997,0.1273
Israel,p0p50,1998,0.1266
Israel,p0p50,1999,0.1259
Israel,p0p50,2000,0.1252
Israel,p0p50,2001,0.1245
Israel,p0p50,2002,0.1224
Israel,p0p50,2003,0.1203
Israel,p0p50,2004,0.1183
Israel,p0p50,2005,0.1163
Israel,p0p50,2006,0.1157
Israel,p0p50,2007,0.1152
Israel,p0p50,2008,0.1156
Israel,p0p50,2009,0.1161
Israel,p0p50,2010,0.1165
Israel,p0p50,2011,0.1174
Israel,p0p50,2012,0.1182
Israel,p0p50,2013,0.1236
Israel,p0p50,2014,0.1286
Israel,p0p50,2015,0.1302
Israel,p0p50,2016,0.1317
Israel,p0p50,2017,0.1317
Israel,p0p50,2018,0.1317
Israel,p0p50,2019,0.1317
Israel,p0p50,2020,0.1317
Israel,p0p50,2021,0.1317
Israel,p99p100,1995,0.1781
Israel,p99p100,1996,0.1785
Israel,p99p100,1997,0.1789
Israel,p99p100,1998,0.1802
Israel,p99p100,1999,0.1814
Israel,p99p100,2000,0.1826
Israel,p99p100,2001,0.1838
Israel,p99p100,2002,0.1844
Israel,p99p100,2003,0.1851
Israel,p99p100,2004,0.1858
Israel,p99p100,2005,0.1865
Israel,p99p100,2006,0.1864
Israel,p99p100,2007,0.1864
Israel,p99p100,2008,0.1896
Israel,p99p100,2009,0.1927
Israel,p99p100,2010,0.1958
Israel,p99p100,2011,0.1906
Israel,p99p100,2012,0.1856
Israel,p99p100,2013,0.1768
Israel,p99p100,2014,0.1687
Israel,p99p100,2015,0.1645
Israel,p99p100,2016,0.1604
Israel,p99p100,2017,0.1604
Israel,p99p100,2018,0.1604
Israel,p99p100,2019,0.1604
Israel,p99p100,2020,0.1604
Israel,p99p100,2021,0.1604
Italy,p90p100,1995,0.2894
Italy,p90p100,1996,0.2929
Italy,p90p100,1997,0.296
Italy,p90p100,1998,0.3018
Italy,p90p100,1999,0.3013
Italy,p90p100,2000,0.3085
Italy,p90p100,2001,0.3146
Italy,p90p100,2002,0.3098
Italy,p90p100,2003,0.3078
Italy,p90p100,2004,0.3074
Italy,p90p100,2005,0.3068
Italy,p90p100,2006,0.3086
Italy,p90p100,2007,0.3104
Italy,p90p100,2008,0.3072
Italy,p90p100,2009,0.3041
Italy,p90p100,2010,0.3089
Italy,p90p100,2011,0.3129
Italy,p90p100,2012,0.3116
Italy,p90p100,2013,0.3084
Italy,p90p100,2014,0.3087
Italy,p90p100,2015,0.3075
Italy,p90p100,2016,0.3215
Italy,p90p100,2017,0.3289
Italy,p90p100,2018,0.3285
Italy,p90p100,2019,0.3255
Italy,p90p100,2020,0.3221
Italy,p90p100,2021,0.3221
Italy,p0p50,1995,0.2262
Italy,p0p50,1996,0.2231
Italy,p0p50,1997,0.2204
Italy,p0p50,1998,0.2185
Italy,p0p50,1999,0.2181
Italy,p0p50,2000,0.2173
Italy,p0p50,2001,0.2134
Italy,p0p50,2002,0.2172
Italy,p0p50,2003,0.2174
Italy,p0p50,2004,0.217
Italy,p0p50,2005,0.217
Italy,p0p50,2006,0.2168
Italy,p0p50,2007,0.2164
Italy,p0p50,2008,0.2168
Italy,p0p50,2009,0.2182
Italy,p0p50,2010,0.2149
Italy,p0p50,2011,0.2153
Italy,p0p50,2012,0.2124
Italy,p0p50,2013,0.2136
Italy,p0p50,2014,0.212
Italy,p0p50,2015,0.2096
Italy,p0p50,2016,0.2068
Italy,p0p50,2017,0.2052
Italy,p0p50,2018,0.2043
Italy,p0p50,2019,0.2055
Italy,p0p50,2020,0.207
Italy,p0p50,2021,0.207
Italy,p99p100,1995,0.0729
Italy,p99p100,1996,0.0747
Italy,p99p100,1997,0.0759
Italy,p99p100,1998,0.0791
Italy,p99p100,1999,0.0774
Italy,p99p100,2000,0.082
Italy,p99p100,2001,0.0869
Italy,p99p100,2002,0.0833
Italy,p99p100,2003,0.0832
Italy,p99p100,2004,0.0819
Italy,p99p100,2005,0.0815
Italy,p99p100,2006,0.0827
Italy,p99p100,2007,0.0823
Italy,p99p100,2008,0.0788
Italy,p99p100,2009,0.076
Italy,p99p100,2010,0.0803
Italy,p99p100,2011,0.0821
Italy,p99p100,2012,0.0809
Italy,p99p100,2013,0.0791
Italy,p99p100,2014,0.0799
Italy,p99p100,2015,0.078
Italy,p99p100,2016,0.0888
Italy,p99p100,2017,0.0921
Italy,p99p100,2018,0.0913
Italy,p99p100,2019,0.0891
Italy,p99p100,2020,0.0871
Italy,p99p100,2021,0.0871
Japan,p90p100,1995,0.3789
Japan,p90p100,1996,0.388
Japan,p90p100,1997,0.3856
Japan,p90p100,1998,0.3894
Japan,p90p100,1999,0.3964
Japan,p90p100,2000,0.4075
Japan,p90p100,2001,0.4201
Japan,p90p100,2002,0.4301
Japan,p90p100,2003,0.4375
Japan,p90p100,2004,0.4472
Japan,p90p100,2005,0.4493
Japan,p90p100,2006,0.4515
Japan,p90p100,2007,0.4532
Japan,p90p100,2008,0.4448
Japan,p90p100,2009,0.4352
Japan,p90p100,2010,0.4431
Japan,p90p100,2011,0.4414
Japan,p90p100,2012,0.4417
Japan,p90p100,2013,0.4427
Japan,p90p100,2014,0.4424
Japan,p90p100,2015,0.4432
Japan,p90p100,2016,0.4427
Japan,p90p100,2017,0.4424
Japan,p90p100,2018,0.4424
Japan,p90p100,2019,0.4424
Japan,p90p100,2020,0.4424
Japan,p90p100,2021,0.4424
Japan,p0p50,1995,0.184
Japan,p0p50,1996,0.1782
Japan,p0p50,1997,0.1784
Japan,p0p50,1998,0.1774
Japan,p0p50,1999,0.1748
Japan,p0p50,2000,0.1692
Japan,p0p50,2001,0.1646
Japan,p0p50,2002,0.16
Japan,p0p50,2003,0.157
Japan,p0p50,2004,0.1531
Japan,p0p50,2005,0.1532
Japan,p0p50,2006,0.1534
Japan,p0p50,2007,0.1527
Japan,p0p50,2008,0.1569
Japan,p0p50,2009,0.1669
Japan,p0p50,2010,0.1662
Japan,p0p50,2011,0.1685
Japan,p0p50,2012,0.1686
Japan,p0p50,2013,0.1679
Japan,p0p50,2014,0.1681
Japan,p0p50,2015,0.1673
Japan,p0p50,2016,0.1678
Japan,p0p50,2017,0.1682
Japan,p0p50,2018,0.1682
Japan,p0p50,2019,0.1682
Japan,p0p50,2020,0.1682
Japan,p0p50,2021,0.1682
Japan,p99p100,1995,0.1041
Japan,p99p100,1996,0.1107
Japan,p99p100,1997,0.1048
Japan,p99p100,1998,0.1037
Japan,p99p100,1999,0.1063
Japan,p99p100,2000,0.113
Japan,p99p100,2001,0.1155
Japan,p99p100,2002,0.1184
